symbol,ts_utc,lsr_global,lsr_top_accounts,lsr_top_positions
ADA,2020-08-03 00:00:00+00,,1.85000000000000000000,1.01000000000000000000
ADA,2020-08-04 00:00:00+00,,1.49000000000000000000,0.99000000000000000000
ADA,2020-08-05 00:00:00+00,,1.97000000000000000000,1.00000000000000000000
ADA,2020-08-06 00:00:00+00,,2.1300000000000000,1.01000000000000000000
ADA,2020-08-07 00:00:00+00,,2.2100000000000000,1.00000000000000000000
ADA,2020-08-08 00:00:00+00,,1.61000000000000000000,1.01000000000000000000
ADA,2020-08-09 00:00:00+00,,2.2400000000000000,0.96000000000000000000
ADA,2020-08-10 00:00:00+00,,2.6400000000000000,0.99000000000000000000
ADA,2020-08-11 00:00:00+00,,3.3000000000000000,0.99000000000000000000
ADA,2020-08-12 00:00:00+00,,3.3000000000000000,0.99000000000000000000
ADA,2020-08-13 00:00:00+00,,2.4200000000000000,0.99000000000000000000
ADA,2020-08-14 00:00:00+00,,2.4000000000000000,0.96000000000000000000
ADA,2020-08-15 00:00:00+00,,2.9200000000000000,0.97000000000000000000
ADA,2020-08-16 00:00:00+00,,2.9200000000000000,0.97000000000000000000
ADA,2020-08-17 00:00:00+00,,2.5900000000000000,0.93000000000000000000
ADA,2020-08-18 00:00:00+00,,4.6700000000000000,0.92000000000000000000
ADA,2020-08-19 00:00:00+00,,3.5700000000000000,0.94000000000000000000
ADA,2020-08-20 00:00:00+00,,2.5400000000000000,0.93000000000000000000
ADA,2020-08-21 00:00:00+00,,2.5400000000000000,0.93000000000000000000
ADA,2020-08-22 00:00:00+00,,1.94000000000000000000,1.00000000000000000000
ADA,2020-08-23 00:00:00+00,,1.94000000000000000000,1.00000000000000000000
ADA,2020-08-24 00:00:00+00,,2.9400000000000000,1.01000000000000000000
ADA,2020-08-25 00:00:00+00,,2.9400000000000000,1.01000000000000000000
ADA,2020-08-26 00:00:00+00,,1.86000000000000000000,0.91000000000000000000
ADA,2020-08-27 00:00:00+00,,2.7700000000000000,0.88000000000000000000
ADA,2020-08-28 00:00:00+00,,2.7700000000000000,0.88000000000000000000
ADA,2020-08-29 00:00:00+00,,2.7700000000000000,0.88000000000000000000
ADA,2020-08-30 00:00:00+00,,2.4100000000000000,0.85000000000000000000
ADA,2020-08-31 00:00:00+00,,2.7900000000000000,0.85000000000000000000
ADA,2020-09-01 00:00:00+00,,3.3100000000000000,0.89000000000000000000
ADA,2020-09-02 00:00:00+00,,3.9300000000000000,0.86000000000000000000
ADA,2020-09-03 00:00:00+00,,2.8300000000000000,0.83000000000000000000
ADA,2020-09-04 00:00:00+00,,2.8300000000000000,0.83000000000000000000
ADA,2020-09-05 00:00:00+00,,1.93000000000000000000,0.75000000000000000000
ADA,2020-09-06 00:00:00+00,,1.73000000000000000000,0.79000000000000000000
ADA,2020-09-07 00:00:00+00,,1.73000000000000000000,0.79000000000000000000
ADA,2020-09-08 00:00:00+00,,1.90000000000000000000,0.61000000000000000000
ADA,2020-09-09 00:00:00+00,,1.75000000000000000000,0.60000000000000000000
ADA,2020-09-10 00:00:00+00,,2.2000000000000000,0.63000000000000000000
ADA,2020-09-11 00:00:00+00,,2.3800000000000000,0.61000000000000000000
ADA,2020-09-12 00:00:00+00,,1.83000000000000000000,0.62000000000000000000
ADA,2020-09-13 00:00:00+00,,2.0400000000000000,0.62000000000000000000
ADA,2020-09-14 00:00:00+00,,1.88000000000000000000,0.58000000000000000000
ADA,2020-09-15 00:00:00+00,,1.88000000000000000000,0.58000000000000000000
ADA,2020-09-16 00:00:00+00,,1.49000000000000000000,0.60000000000000000000
ADA,2020-09-17 00:00:00+00,,1.69000000000000000000,0.59000000000000000000
ADA,2020-09-18 00:00:00+00,,1.83000000000000000000,0.59000000000000000000
ADA,2020-09-19 00:00:00+00,,1.83000000000000000000,0.59000000000000000000
ADA,2020-09-20 00:00:00+00,,2.1300000000000000,0.60000000000000000000
ADA,2020-09-21 00:00:00+00,,2.1300000000000000,0.60000000000000000000
ADA,2020-09-22 00:00:00+00,,1.71000000000000000000,0.70000000000000000000
ADA,2020-09-23 00:00:00+00,,1.71000000000000000000,0.70000000000000000000
ADA,2020-09-24 00:00:00+00,,1.30000000000000000000,0.68000000000000000000
ADA,2020-09-25 00:00:00+00,,1.30000000000000000000,0.68000000000000000000
ADA,2020-09-26 00:00:00+00,,0.94000000000000000000,0.73000000000000000000
ADA,2020-09-27 00:00:00+00,,1.36000000000000000000,0.71000000000000000000
ADA,2020-09-28 00:00:00+00,,1.36000000000000000000,0.74000000000000000000
ADA,2020-09-29 00:00:00+00,,1.52000000000000000000,0.71000000000000000000
ADA,2020-09-30 00:00:00+00,,1.52000000000000000000,0.71000000000000000000
ADA,2020-10-01 00:00:00+00,,1.52000000000000000000,0.71000000000000000000
ADA,2020-10-02 00:00:00+00,,1.52000000000000000000,0.71000000000000000000
ADA,2020-10-03 00:00:00+00,,1.42000000000000000000,0.70000000000000000000
ADA,2020-10-04 00:00:00+00,,1.28000000000000000000,0.69000000000000000000
ADA,2020-10-05 00:00:00+00,,1.28000000000000000000,0.69000000000000000000
ADA,2020-10-06 00:00:00+00,,1.28000000000000000000,0.69000000000000000000
ADA,2020-10-07 00:00:00+00,,1.13000000000000000000,0.66000000000000000000
ADA,2020-10-08 00:00:00+00,,1.13000000000000000000,0.66000000000000000000
ADA,2020-10-09 00:00:00+00,,1.13000000000000000000,0.66000000000000000000
ADA,2020-10-10 00:00:00+00,,1.13000000000000000000,0.66000000000000000000
ADA,2020-10-11 00:00:00+00,,2.2000000000000000,0.90000000000000000000
ADA,2020-10-12 00:00:00+00,,2.2000000000000000,0.90000000000000000000
ADA,2020-10-13 00:00:00+00,,2.2000000000000000,0.90000000000000000000
ADA,2020-10-14 00:00:00+00,,1.80000000000000000000,0.79000000000000000000
ADA,2020-10-15 00:00:00+00,,1.61000000000000000000,0.73000000000000000000
ADA,2020-10-16 00:00:00+00,,1.85000000000000000000,0.74000000000000000000
ADA,2020-10-17 00:00:00+00,1.68000000000000000000,1.56000000000000000000,0.73000000000000000000
ADA,2020-10-18 00:00:00+00,1.68000000000000000000,1.56000000000000000000,0.73000000000000000000
ADA,2020-10-19 00:00:00+00,1.68000000000000000000,1.56000000000000000000,0.73000000000000000000
ADA,2020-10-20 00:00:00+00,1.84000000000000000000,1.76000000000000000000,0.70000000000000000000
ADA,2020-10-21 00:00:00+00,1.30000000000000000000,1.21000000000000000000,0.71000000000000000000
ADA,2020-10-22 00:00:00+00,1.80000000000000000000,1.71000000000000000000,0.72000000000000000000
ADA,2020-10-23 00:00:00+00,1.80000000000000000000,1.71000000000000000000,0.72000000000000000000
ADA,2020-10-24 00:00:00+00,2.1200000000000000,2.0300000000000000,0.76000000000000000000
ADA,2020-10-25 00:00:00+00,2.2400000000000000,2.1400000000000000,0.77000000000000000000
ADA,2020-10-26 00:00:00+00,2.1800000000000000,2.0100000000000000,0.77000000000000000000
ADA,2020-10-27 00:00:00+00,1.60000000000000000000,1.47000000000000000000,0.76000000000000000000
ADA,2020-10-28 00:00:00+00,2.0300000000000000,1.90000000000000000000,0.75000000000000000000
ADA,2020-10-29 00:00:00+00,1.64000000000000000000,1.50000000000000000000,0.74000000000000000000
ADA,2020-10-30 00:00:00+00,2.0800000000000000,1.95000000000000000000,0.73000000000000000000
ADA,2020-10-31 00:00:00+00,1.57000000000000000000,1.48000000000000000000,0.71000000000000000000
ADA,2020-11-01 00:00:00+00,1.74000000000000000000,1.48000000000000000000,0.72000000000000000000
ADA,2020-11-02 00:00:00+00,1.37000000000000000000,1.30000000000000000000,0.75000000000000000000
ADA,2020-11-03 00:00:00+00,2.1900000000000000,1.97000000000000000000,0.80000000000000000000
ADA,2020-11-04 00:00:00+00,1.39000000000000000000,1.30000000000000000000,0.80000000000000000000
ADA,2020-11-05 00:00:00+00,1.33000000000000000000,1.31000000000000000000,0.78000000000000000000
ADA,2020-11-06 00:00:00+00,1.80000000000000000000,1.68000000000000000000,0.79000000000000000000
ADA,2020-11-07 00:00:00+00,1.62000000000000000000,1.63000000000000000000,0.81000000000000000000
ADA,2020-11-08 00:00:00+00,2.0900000000000000,2.0500000000000000,0.82000000000000000000
ADA,2020-11-09 00:00:00+00,2.2600000000000000,2.1900000000000000,0.78000000000000000000
ADA,2020-11-10 00:00:00+00,2.1300000000000000,2.1100000000000000,0.78000000000000000000
ADA,2020-11-11 00:00:00+00,2.2700000000000000,2.1200000000000000,0.79000000000000000000
ADA,2020-11-12 00:00:00+00,2.3300000000000000,2.2400000000000000,0.80000000000000000000
ADA,2020-11-13 00:00:00+00,1.88000000000000000000,1.78000000000000000000,0.79000000000000000000
ADA,2020-11-14 00:00:00+00,2.1400000000000000,1.99000000000000000000,0.79000000000000000000
ADA,2020-11-15 00:00:00+00,2.0200000000000000,1.84000000000000000000,0.80000000000000000000
ADA,2020-11-16 00:00:00+00,2.3000000000000000,2.2100000000000000,0.79000000000000000000
ADA,2020-11-17 00:00:00+00,2.3700000000000000,2.2600000000000000,0.79000000000000000000
ADA,2020-11-18 00:00:00+00,2.0700000000000000,1.95000000000000000000,0.85000000000000000000
ADA,2020-11-19 00:00:00+00,2.2100000000000000,2.1000000000000000,0.83000000000000000000
ADA,2020-11-20 00:00:00+00,2.9200000000000000,2.7100000000000000,0.86000000000000000000
ADA,2020-11-21 00:00:00+00,2.1400000000000000,2.1600000000000000,0.88000000000000000000
ADA,2020-11-22 00:00:00+00,2.1700000000000000,2.1300000000000000,0.86000000000000000000
ADA,2020-11-23 00:00:00+00,1.90000000000000000000,1.98000000000000000000,0.86000000000000000000
ADA,2020-11-24 00:00:00+00,2.5100000000000000,2.4000000000000000,0.87000000000000000000
ADA,2020-11-25 00:00:00+00,2.9600000000000000,2.6700000000000000,0.85000000000000000000
ADA,2020-11-26 00:00:00+00,2.8400000000000000,2.7300000000000000,0.87000000000000000000
ADA,2020-11-27 00:00:00+00,2.1700000000000000,2.1000000000000000,0.77000000000000000000
ADA,2020-11-28 00:00:00+00,1.95000000000000000000,1.77000000000000000000,0.77000000000000000000
ADA,2020-11-29 00:00:00+00,1.91000000000000000000,1.80000000000000000000,0.70000000000000000000
ADA,2020-11-30 00:00:00+00,1.62000000000000000000,1.51000000000000000000,0.77000000000000000000
ADA,2020-12-01 00:00:00+00,1.98000000000000000000,1.84000000000000000000,0.76000000000000000000
ADA,2020-12-02 00:00:00+00,1.60000000000000000000,1.57000000000000000000,0.85000000000000000000
ADA,2020-12-03 00:00:00+00,1.92000000000000000000,1.71000000000000000000,0.85000000000000000000
ADA,2020-12-04 00:00:00+00,2.3000000000000000,2.1400000000000000,0.86000000000000000000
ADA,2020-12-05 00:00:00+00,1.94000000000000000000,1.92000000000000000000,0.82000000000000000000
ADA,2020-12-06 00:00:00+00,1.72000000000000000000,1.54000000000000000000,0.78000000000000000000
ADA,2020-12-07 00:00:00+00,1.75000000000000000000,1.66000000000000000000,0.83000000000000000000
ADA,2020-12-08 00:00:00+00,1.75000000000000000000,1.58000000000000000000,0.83000000000000000000
ADA,2020-12-09 00:00:00+00,2.1200000000000000,2.1300000000000000,0.77000000000000000000
ADA,2020-12-10 00:00:00+00,1.53000000000000000000,1.37000000000000000000,0.82000000000000000000
ADA,2020-12-11 00:00:00+00,1.62000000000000000000,1.57000000000000000000,0.86000000000000000000
ADA,2020-12-12 00:00:00+00,1.62000000000000000000,1.57000000000000000000,0.86000000000000000000
ADA,2020-12-13 00:00:00+00,1.80000000000000000000,1.73000000000000000000,0.84000000000000000000
ADA,2020-12-14 00:00:00+00,1.60000000000000000000,1.52000000000000000000,0.84000000000000000000
ADA,2020-12-15 00:00:00+00,1.75000000000000000000,1.64000000000000000000,0.84000000000000000000
ADA,2020-12-16 00:00:00+00,2.3600000000000000,2.2400000000000000,0.83000000000000000000
ADA,2020-12-17 00:00:00+00,2.2000000000000000,2.0700000000000000,0.82000000000000000000
ADA,2020-12-18 00:00:00+00,2.8300000000000000,2.8600000000000000,0.82000000000000000000
ADA,2020-12-19 00:00:00+00,2.3600000000000000,2.1700000000000000,0.80000000000000000000
ADA,2020-12-20 00:00:00+00,3.7100000000000000,3.7300000000000000,0.80000000000000000000
ADA,2020-12-21 00:00:00+00,2.0500000000000000,1.98000000000000000000,0.79000000000000000000
ADA,2020-12-22 00:00:00+00,1.77000000000000000000,1.64000000000000000000,0.78000000000000000000
ADA,2020-12-23 00:00:00+00,2.3300000000000000,2.3200000000000000,0.79000000000000000000
ADA,2020-12-24 00:00:00+00,1.30000000000000000000,1.26000000000000000000,0.80000000000000000000
ADA,2020-12-25 00:00:00+00,1.35000000000000000000,1.20000000000000000000,0.85000000000000000000
ADA,2020-12-26 00:00:00+00,1.95000000000000000000,2.0000000000000000,0.86000000000000000000
ADA,2020-12-27 00:00:00+00,1.77000000000000000000,1.62000000000000000000,0.85000000000000000000
ADA,2020-12-28 00:00:00+00,2.4500000000000000,2.4100000000000000,0.87000000000000000000
ADA,2020-12-29 00:00:00+00,2.4900000000000000,2.4300000000000000,0.85000000000000000000
ADA,2020-12-30 00:00:00+00,2.1500000000000000,2.1000000000000000,0.79000000000000000000
ADA,2020-12-31 00:00:00+00,2.5100000000000000,2.3400000000000000,0.77000000000000000000
BNB,2020-05-16 00:00:00+00,,2.3800000000000000,1.06000000000000000000
BNB,2020-05-17 00:00:00+00,,2.7700000000000000,1.08000000000000000000
BNB,2020-05-18 00:00:00+00,,2.1800000000000000,1.06000000000000000000
BNB,2020-05-19 00:00:00+00,,1.96000000000000000000,1.07000000000000000000
BNB,2020-05-20 00:00:00+00,,1.72000000000000000000,1.08000000000000000000
BNB,2020-05-21 00:00:00+00,,2.1100000000000000,1.06000000000000000000
BNB,2020-05-22 00:00:00+00,,2.1100000000000000,1.06000000000000000000
BNB,2020-05-23 00:00:00+00,,1.99000000000000000000,1.09000000000000000000
BNB,2020-05-24 00:00:00+00,,2.3700000000000000,1.10000000000000000000
BNB,2020-05-25 00:00:00+00,,2.4200000000000000,1.08000000000000000000
BNB,2020-05-26 00:00:00+00,,2.2900000000000000,1.09000000000000000000
BNB,2020-05-27 00:00:00+00,,1.77000000000000000000,1.07000000000000000000
BNB,2020-05-28 00:00:00+00,,2.0400000000000000,1.07000000000000000000
BNB,2020-05-29 00:00:00+00,,2.1200000000000000,1.08000000000000000000
BNB,2020-05-30 00:00:00+00,,1.55000000000000000000,1.05000000000000000000
BNB,2020-05-31 00:00:00+00,,1.55000000000000000000,1.05000000000000000000
BNB,2020-06-01 00:00:00+00,,2.9700000000000000,1.04000000000000000000
BNB,2020-06-02 00:00:00+00,,2.9800000000000000,1.08000000000000000000
BNB,2020-06-03 00:00:00+00,,2.1000000000000000,1.06000000000000000000
BNB,2020-06-04 00:00:00+00,,3.4500000000000000,1.04000000000000000000
BNB,2020-06-05 00:00:00+00,,2.3600000000000000,1.06000000000000000000
BNB,2020-06-06 00:00:00+00,,2.0500000000000000,1.06000000000000000000
BNB,2020-06-07 00:00:00+00,,2.5200000000000000,1.06000000000000000000
BNB,2020-06-08 00:00:00+00,,2.0400000000000000,1.04000000000000000000
BNB,2020-06-09 00:00:00+00,,2.5800000000000000,1.07000000000000000000
BNB,2020-06-10 00:00:00+00,,2.9000000000000000,1.04000000000000000000
BNB,2020-06-11 00:00:00+00,,3.7700000000000000,1.06000000000000000000
BNB,2020-06-12 00:00:00+00,,2.7500000000000000,1.03000000000000000000
BNB,2020-06-13 00:00:00+00,,2.6000000000000000,1.05000000000000000000
BNB,2020-06-14 00:00:00+00,,2.4500000000000000,1.05000000000000000000
BNB,2020-06-15 00:00:00+00,,2.4100000000000000,1.05000000000000000000
BNB,2020-06-16 00:00:00+00,,2.4100000000000000,1.05000000000000000000
BNB,2020-06-17 00:00:00+00,,2.2600000000000000,1.06000000000000000000
BNB,2020-06-18 00:00:00+00,,2.7100000000000000,1.11000000000000000000
BNB,2020-06-19 00:00:00+00,,2.4300000000000000,1.05000000000000000000
BNB,2020-06-20 00:00:00+00,,2.9500000000000000,1.06000000000000000000
BNB,2020-06-21 00:00:00+00,,2.9500000000000000,1.06000000000000000000
BNB,2020-06-22 00:00:00+00,,2.7500000000000000,1.07000000000000000000
BNB,2020-06-23 00:00:00+00,,1.96000000000000000000,1.07000000000000000000
BNB,2020-06-24 00:00:00+00,,2.1300000000000000,1.08000000000000000000
BNB,2020-06-25 00:00:00+00,,2.8000000000000000,1.07000000000000000000
BNB,2020-06-26 00:00:00+00,,2.4000000000000000,1.06000000000000000000
BNB,2020-06-27 00:00:00+00,,3.0900000000000000,1.06000000000000000000
BNB,2020-06-28 00:00:00+00,,2.6600000000000000,1.06000000000000000000
BNB,2020-06-29 00:00:00+00,,2.7900000000000000,1.05000000000000000000
BNB,2020-06-30 00:00:00+00,,3.0100000000000000,1.06000000000000000000
BNB,2020-07-01 00:00:00+00,,2.9700000000000000,1.07000000000000000000
BNB,2020-07-02 00:00:00+00,,1.98000000000000000000,1.05000000000000000000
BNB,2020-07-03 00:00:00+00,,2.7700000000000000,1.07000000000000000000
BNB,2020-07-04 00:00:00+00,,2.1900000000000000,1.06000000000000000000
BNB,2020-07-05 00:00:00+00,,2.5600000000000000,1.07000000000000000000
BNB,2020-07-06 00:00:00+00,,2.0800000000000000,1.07000000000000000000
BNB,2020-07-07 00:00:00+00,,2.3700000000000000,1.04000000000000000000
BNB,2020-07-08 00:00:00+00,,2.3900000000000000,1.02000000000000000000
BNB,2020-07-09 00:00:00+00,,2.5700000000000000,1.02000000000000000000
BNB,2020-07-10 00:00:00+00,,2.8500000000000000,1.05000000000000000000
BNB,2020-07-11 00:00:00+00,,2.2400000000000000,1.06000000000000000000
BNB,2020-07-12 00:00:00+00,,1.81000000000000000000,1.03000000000000000000
BNB,2020-07-13 00:00:00+00,,2.0000000000000000,1.01000000000000000000
BNB,2020-07-14 00:00:00+00,,2.0600000000000000,1.04000000000000000000
BNB,2020-07-15 00:00:00+00,,2.4500000000000000,1.02000000000000000000
BNB,2020-07-16 00:00:00+00,,2.4500000000000000,1.02000000000000000000
BNB,2020-07-17 00:00:00+00,,2.9500000000000000,1.02000000000000000000
BNB,2020-07-18 00:00:00+00,,2.5300000000000000,1.02000000000000000000
BNB,2020-07-19 00:00:00+00,,3.2600000000000000,1.02000000000000000000
BNB,2020-07-20 00:00:00+00,,2.1100000000000000,1.00000000000000000000
BNB,2020-07-21 00:00:00+00,,3.2500000000000000,1.01000000000000000000
BNB,2020-07-22 00:00:00+00,,2.9500000000000000,1.01000000000000000000
BNB,2020-07-23 00:00:00+00,,3.1600000000000000,1.02000000000000000000
BNB,2020-07-24 00:00:00+00,,2.4400000000000000,0.99000000000000000000
BNB,2020-07-25 00:00:00+00,,2.2300000000000000,1.01000000000000000000
BNB,2020-07-26 00:00:00+00,,2.1300000000000000,1.01000000000000000000
BNB,2020-07-27 00:00:00+00,,2.1300000000000000,1.01000000000000000000
BNB,2020-07-28 00:00:00+00,,2.3800000000000000,1.03000000000000000000
BNB,2020-07-29 00:00:00+00,,3.2000000000000000,1.02000000000000000000
BNB,2020-07-30 00:00:00+00,,2.7700000000000000,1.04000000000000000000
BNB,2020-07-31 00:00:00+00,,2.7700000000000000,1.04000000000000000000
BNB,2020-08-01 00:00:00+00,,2.7700000000000000,1.04000000000000000000
BNB,2020-08-02 00:00:00+00,,2.7700000000000000,1.05000000000000000000
BNB,2020-08-03 00:00:00+00,,2.2200000000000000,0.99000000000000000000
BNB,2020-08-04 00:00:00+00,,2.4300000000000000,1.01000000000000000000
BNB,2020-08-05 00:00:00+00,,2.4800000000000000,1.02000000000000000000
BNB,2020-08-06 00:00:00+00,,2.3300000000000000,1.03000000000000000000
BNB,2020-08-07 00:00:00+00,,3.8700000000000000,1.01000000000000000000
BNB,2020-08-08 00:00:00+00,,2.7600000000000000,0.98000000000000000000
BNB,2020-08-09 00:00:00+00,,3.3800000000000000,0.99000000000000000000
BNB,2020-08-10 00:00:00+00,,2.7700000000000000,1.01000000000000000000
BNB,2020-08-11 00:00:00+00,,3.6100000000000000,1.05000000000000000000
BNB,2020-08-12 00:00:00+00,,3.6100000000000000,1.05000000000000000000
BNB,2020-08-13 00:00:00+00,,2.3700000000000000,1.01000000000000000000
BNB,2020-08-14 00:00:00+00,,2.2700000000000000,1.01000000000000000000
BNB,2020-08-15 00:00:00+00,,3.8100000000000000,0.93000000000000000000
BNB,2020-08-16 00:00:00+00,,3.8100000000000000,0.93000000000000000000
BNB,2020-08-17 00:00:00+00,,3.6000000000000000,0.99000000000000000000
BNB,2020-08-18 00:00:00+00,,3.6100000000000000,0.96000000000000000000
BNB,2020-08-19 00:00:00+00,,2.7900000000000000,0.97000000000000000000
BNB,2020-08-20 00:00:00+00,,1.75000000000000000000,0.97000000000000000000
BNB,2020-08-21 00:00:00+00,,1.75000000000000000000,0.97000000000000000000
BNB,2020-08-22 00:00:00+00,,2.7500000000000000,0.95000000000000000000
BNB,2020-08-23 00:00:00+00,,2.7500000000000000,0.95000000000000000000
BNB,2020-08-24 00:00:00+00,,1.93000000000000000000,0.95000000000000000000
BNB,2020-08-25 00:00:00+00,,2.7200000000000000,0.96000000000000000000
BNB,2020-08-26 00:00:00+00,,2.3300000000000000,0.95000000000000000000
BNB,2020-08-27 00:00:00+00,,1.95000000000000000000,0.95000000000000000000
BNB,2020-08-28 00:00:00+00,,1.95000000000000000000,0.95000000000000000000
