symbol,ts_utc,long_qty,short_qty
ETH,2022-06-07 00:00:00+00,271061.41,57037.21
ETH,2022-06-08 00:00:00+00,270677.46,52018.54
ETH,2022-06-09 00:00:00+00,271484.55,46450.47
ETH,2022-06-10 00:00:00+00,275984.25,42968.21
ETH,2022-06-11 00:00:00+00,279515.21,53828.87
ETH,2022-06-12 00:00:00+00,280692.76,52826.16
ETH,2022-06-13 00:00:00+00,287751.58,44296.54
ETH,2022-06-14 00:00:00+00,328485.25,32668.2
ETH,2022-06-15 00:00:00+00,328683.98,26360.49
ETH,2022-06-16 00:00:00+00,348178.13,31819.27
ETH,2022-06-17 00:00:00+00,345428.87,33541.54
ETH,2022-06-18 00:00:00+00,351109.8,27643.05
ETH,2022-06-19 00:00:00+00,402497.83,31719.05
ETH,2022-06-20 00:00:00+00,404441.14,26620.95
ETH,2022-06-21 00:00:00+00,409194.18,23586.43
ETH,2022-06-22 00:00:00+00,410906.42,18417.39
ETH,2022-06-23 00:00:00+00,410983.73,21454.5
ETH,2022-06-24 00:00:00+00,411634.07,21800.21
ETH,2022-06-25 00:00:00+00,408999.77,17972.48
ETH,2022-06-26 00:00:00+00,414650.63,17584.01
ETH,2022-06-27 00:00:00+00,469282.45,27251.97
ETH,2022-06-28 00:00:00+00,478420.29,20496.63
ETH,2022-06-29 00:00:00+00,478879.32,22341.92
ETH,2022-06-30 00:00:00+00,481576.89,22111.35
ETH,2022-07-01 00:00:00+00,495590.48,20461.19
ETH,2022-07-02 00:00:00+00,499024.02,19313.21
ETH,2022-07-03 00:00:00+00,494565.27,21085.72
ETH,2022-07-04 00:00:00+00,493838.65,20945.45
ETH,2022-07-05 00:00:00+00,492449.26,19101.13
ETH,2022-07-06 00:00:00+00,494741.36,18817.3
ETH,2022-07-07 00:00:00+00,495190.21,17900.83
ETH,2022-07-08 00:00:00+00,485844.95,16656.86
ETH,2022-07-09 00:00:00+00,489574.66,15818.52
ETH,2022-07-10 00:00:00+00,488827.05,15408.53
ETH,2022-07-11 00:00:00+00,488888.11,15980.73
ETH,2022-07-12 00:00:00+00,489844.99,19813.75
ETH,2022-07-13 00:00:00+00,495074.38,16061.13
ETH,2022-07-14 00:00:00+00,487796.8,31242.17
ETH,2022-07-15 00:00:00+00,484892.81,22982.66
ETH,2022-07-16 00:00:00+00,464457.34,18956.96
ETH,2022-07-17 00:00:00+00,462731.76,18113.26
ETH,2022-07-18 00:00:00+00,461930.23,18186.06
ETH,2022-07-19 00:00:00+00,448998.52,17870.12
ETH,2022-07-20 00:00:00+00,446494.46,18357.44
ETH,2022-07-21 00:00:00+00,441562.18,19163.63
ETH,2022-07-22 00:00:00+00,442128.28,18924.42
ETH,2022-07-23 00:00:00+00,444299.93,18740.07
ETH,2022-07-24 00:00:00+00,444962.74,18747.68
ETH,2022-07-25 00:00:00+00,445242.89,18974.34
ETH,2022-07-26 00:00:00+00,439956.93,17304.25
ETH,2022-07-27 00:00:00+00,439445.23,17837.54
ETH,2022-07-28 00:00:00+00,441288.55,16190.18
ETH,2022-07-29 00:00:00+00,440879.26,12951.76
ETH,2022-07-30 00:00:00+00,438855.77,12955.84
ETH,2022-07-31 00:00:00+00,440292.04,12333.64
ETH,2022-08-01 00:00:00+00,440487.54,12703.43
ETH,2022-08-02 00:00:00+00,427120.59,12724.16
ETH,2022-08-03 00:00:00+00,424808.73,14727.17
ETH,2022-08-04 00:00:00+00,415299.07,15788.53
ETH,2022-08-05 00:00:00+00,393587.61,17300.5
ETH,2022-08-06 00:00:00+00,350905.84,17873.42
ETH,2022-08-07 00:00:00+00,275708.28,20659.91
ETH,2022-08-08 00:00:00+00,267195.78,19951.72
ETH,2022-08-09 00:00:00+00,140031.45,20010.25
ETH,2022-08-10 00:00:00+00,139435.31,21843.14
ETH,2022-08-11 00:00:00+00,140161.01,21764.89
ETH,2022-08-12 00:00:00+00,135271.58,23849.86
ETH,2022-08-13 00:00:00+00,133762.92,22760.52
ETH,2022-08-14 00:00:00+00,132123.22,24544.02
ETH,2022-08-15 00:00:00+00,132032.22,22563.89
ETH,2022-08-16 00:00:00+00,131264.38,25444.63
ETH,2022-08-17 00:00:00+00,130598.44,25154.08
ETH,2022-08-18 00:00:00+00,127992.37,23674.55
ETH,2022-08-19 00:00:00+00,128313.8,23606.44
ETH,2022-08-20 00:00:00+00,128473.49,24362.14
ETH,2022-08-21 00:00:00+00,127450.64,24201.05
ETH,2022-08-22 00:00:00+00,126859.71,24618.3
ETH,2022-08-23 00:00:00+00,138086.38,26717.44
ETH,2022-08-24 00:00:00+00,138243.82,26642.1
ETH,2022-08-25 00:00:00+00,136134.26,25216.19
ETH,2022-08-26 00:00:00+00,126256.22,25303.35
ETH,2022-08-27 00:00:00+00,151314.86,35472.52
ETH,2022-08-28 00:00:00+00,154127.03,34114.4
ETH,2022-08-29 00:00:00+00,154419.23,35089.54
ETH,2022-08-30 00:00:00+00,154799.27,31951.66
ETH,2022-08-31 00:00:00+00,157041.86,31695.87
ETH,2022-09-01 00:00:00+00,155244.94,30933.04
ETH,2022-09-02 00:00:00+00,155991.37,27877.05
ETH,2022-09-03 00:00:00+00,151198.21,24627.48
ETH,2022-09-04 00:00:00+00,150074.64,23525.36
ETH,2022-09-05 00:00:00+00,149254.72,23625.66
ETH,2022-09-06 00:00:00+00,142391.84,20976.26
ETH,2022-09-07 00:00:00+00,124403.09,19849.9
ETH,2022-09-08 00:00:00+00,124497.2,20139.19
ETH,2022-09-09 00:00:00+00,120830.22,21455.85
ETH,2022-09-10 00:00:00+00,120177.32,20798.79
ETH,2022-09-11 00:00:00+00,121056.84,20021.15
ETH,2022-09-12 00:00:00+00,120228.68,20505.77
ETH,2022-09-13 00:00:00+00,120489.25,21105.43
ETH,2022-09-14 00:00:00+00,122331.17,23665.64
ETH,2022-09-15 00:00:00+00,122417.49,26423.51
ETH,2022-09-16 00:00:00+00,172937.26,26042.13
ETH,2022-09-17 00:00:00+00,176413.14,13165.46
ETH,2022-09-18 00:00:00+00,176819.93,12382.72
ETH,2022-09-19 00:00:00+00,190031.17,16197.74
ETH,2022-09-20 00:00:00+00,201596.81,17226.53
ETH,2022-09-21 00:00:00+00,199997.23,18029.89
ETH,2022-09-22 00:00:00+00,199556.52,21588.35
ETH,2022-09-23 00:00:00+00,199494.2,20470.59
ETH,2022-09-24 00:00:00+00,199883.5,19691.4
ETH,2022-09-25 00:00:00+00,200056.66,16659.17
ETH,2022-09-26 00:00:00+00,199793.49,17736.94
ETH,2022-09-27 00:00:00+00,202139.31,18395.91
ETH,2022-09-28 00:00:00+00,202250.65,18125.43
ETH,2022-09-29 00:00:00+00,201959.07,18707.31
ETH,2022-09-30 00:00:00+00,201065.01,20295.42
ETH,2022-10-01 00:00:00+00,199787.33,19850.37
ETH,2022-10-02 00:00:00+00,200111.13,20076.3
ETH,2022-10-03 00:00:00+00,199979.75,20107.81
ETH,2022-10-04 00:00:00+00,200634.42,19873.19
ETH,2022-10-05 00:00:00+00,200641.55,18876.48
ETH,2022-10-06 00:00:00+00,200263.5,21710.81
ETH,2022-10-07 00:00:00+00,200108.38,21055.16
ETH,2022-10-08 00:00:00+00,200023.82,24420.23
ETH,2022-10-09 00:00:00+00,200013.24,26408.42
ETH,2022-10-10 00:00:00+00,199711.05,26540.85
ETH,2022-10-11 00:00:00+00,200076.65,25570.72
ETH,2022-10-12 00:00:00+00,200318.52,24624.22
ETH,2022-10-13 00:00:00+00,199694.65,25171.5
ETH,2022-10-14 00:00:00+00,200620.52,26619.98
ETH,2022-10-15 00:00:00+00,201338.76,25210.39
ETH,2022-10-16 00:00:00+00,201204.44,25590.73
ETH,2022-10-17 00:00:00+00,202050.55,25399.76
ETH,2022-10-18 00:00:00+00,202576.05,25271.56
ETH,2022-10-19 00:00:00+00,201549.74,27493.49
ETH,2022-10-20 00:00:00+00,200138.11,25886.54
ETH,2022-10-21 00:00:00+00,199554.4,26322.06
ETH,2022-10-22 00:00:00+00,199295.42,26487.84
ETH,2022-10-23 00:00:00+00,199506.21,26015.13
ETH,2022-10-24 00:00:00+00,201491.4,25125.95
ETH,2022-10-25 00:00:00+00,200671.49,23930.47
ETH,2022-10-26 00:00:00+00,201645.22,19655.48
ETH,2022-10-27 00:00:00+00,202438.4,17066.69
ETH,2022-10-28 00:00:00+00,205814.23,16786.95
ETH,2022-10-29 00:00:00+00,204322.67,14798.87
ETH,2022-10-30 00:00:00+00,207021.99,15655.64
ETH,2022-10-31 00:00:00+00,206810.32,15107.89
ETH,2022-11-01 00:00:00+00,200653.32,12375.25
ETH,2022-11-02 00:00:00+00,193423.28,11600.99
ETH,2022-11-03 00:00:00+00,198963.58,13780.82
ETH,2022-11-04 00:00:00+00,205982.65,15735.6
ETH,2022-11-05 00:00:00+00,184292.97,9621.08
ETH,2022-11-06 00:00:00+00,177838.44,11095.03
ETH,2022-11-07 00:00:00+00,174200.9,10447.29
ETH,2022-11-08 00:00:00+00,183544.28,12590.9
ETH,2022-11-09 00:00:00+00,183544.28,12590.9
ETH,2022-11-10 00:00:00+00,230713.95,36268.72
ETH,2022-11-11 00:00:00+00,233723.72,50148.75
ETH,2022-11-12 00:00:00+00,232509.08,47293.41
ETH,2022-11-13 00:00:00+00,232031.7,45031.31
ETH,2022-11-14 00:00:00+00,229002.39,43857.93
ETH,2022-11-15 00:00:00+00,229357.76,24210.07
ETH,2022-11-16 00:00:00+00,113663.54,20805.72
ETH,2022-11-17 00:00:00+00,114161.56,20404.12
ETH,2022-11-18 00:00:00+00,114137.78,20578.51
ETH,2022-11-19 00:00:00+00,115854.11,20334.06
ETH,2022-11-20 00:00:00+00,116340.05,19664.24
ETH,2022-11-21 00:00:00+00,116231.75,20285.29
ETH,2022-11-22 00:00:00+00,117053.89,21810.81
ETH,2022-11-23 00:00:00+00,117612.84,21822.71
ETH,2022-11-24 00:00:00+00,121882.63,22772.99
ETH,2022-11-25 00:00:00+00,116120.66,22274.32
ETH,2022-11-26 00:00:00+00,116039.81,22785.82
ETH,2022-11-27 00:00:00+00,116323.4,23001.72
ETH,2022-11-28 00:00:00+00,116668.31,22945.08
ETH,2022-11-29 00:00:00+00,116623.38,22965.21
ETH,2022-11-30 00:00:00+00,117395.15,21424.24
ETH,2022-12-01 00:00:00+00,117465.7,19827.1
ETH,2022-12-02 00:00:00+00,117721.34,18329.24
ETH,2022-12-03 00:00:00+00,117985.31,17805.93
ETH,2022-12-04 00:00:00+00,114526.77,14973.36
ETH,2022-12-05 00:00:00+00,114474.36,12987.62
ETH,2022-12-06 00:00:00+00,117405.44,15807.6
ETH,2022-12-07 00:00:00+00,116895.86,17040.65
ETH,2022-12-08 00:00:00+00,118146.41,17960.49
ETH,2022-12-09 00:00:00+00,112229.67,16331.0
ETH,2022-12-10 00:00:00+00,111556.55,16556.66
ETH,2022-12-11 00:00:00+00,111865.54,15666.73
ETH,2022-12-12 00:00:00+00,111532.01,15461.86
ETH,2022-12-13 00:00:00+00,112083.67,15812.16
ETH,2022-12-14 00:00:00+00,111115.14,16304.92
ETH,2022-12-15 00:00:00+00,110956.41,15205.49
ETH,2022-12-16 00:00:00+00,109516.62,17760.47
ETH,2022-12-17 00:00:00+00,108265.28,16483.8
ETH,2022-12-18 00:00:00+00,107997.37,15539.83
ETH,2022-12-19 00:00:00+00,108019.41,15702.63
ETH,2022-12-20 00:00:00+00,112079.18,17089.91
ETH,2022-12-21 00:00:00+00,112885.08,15012.47
ETH,2022-12-22 00:00:00+00,120923.16,16592.14
ETH,2022-12-23 00:00:00+00,129308.41,19163.23
ETH,2022-12-24 00:00:00+00,129822.04,18323.57
ETH,2022-12-25 00:00:00+00,129795.07,18204.67
ETH,2022-12-26 00:00:00+00,134515.61,18733.94
ETH,2022-12-27 00:00:00+00,138491.48,18726.49
ETH,2022-12-28 00:00:00+00,144525.51,20065.22
ETH,2022-12-29 00:00:00+00,153790.15,23906.6
ETH,2022-12-30 00:00:00+00,153774.9,21942.13
ETH,2022-12-31 00:00:00+00,153947.72,20009.37
SOL,2022-01-13 00:00:00+00,64812.85,8597.45
SOL,2022-01-14 00:00:00+00,64812.85,8597.45
SOL,2022-01-15 00:00:00+00,64812.85,8597.45
SOL,2022-01-16 00:00:00+00,64812.85,8597.45
SOL,2022-01-17 00:00:00+00,67388.28,4722.19
SOL,2022-01-18 00:00:00+00,71460.16,2569.27
SOL,2022-01-19 00:00:00+00,71460.16,2569.27
SOL,2022-01-20 00:00:00+00,71460.16,2569.27
SOL,2022-01-21 00:00:00+00,71460.16,2569.27
SOL,2022-01-22 00:00:00+00,69648.84,4066.48
SOL,2022-01-23 00:00:00+00,66642.09,5449.31
SOL,2022-01-24 00:00:00+00,62176.43,5241.03
SOL,2022-01-25 00:00:00+00,62176.43,5241.03
SOL,2022-01-26 00:00:00+00,62176.43,5241.03
SOL,2022-01-27 00:00:00+00,62176.43,5241.03
SOL,2022-01-28 00:00:00+00,62176.43,5241.03
SOL,2022-01-29 00:00:00+00,62176.43,5241.03
SOL,2022-01-30 00:00:00+00,62176.43,5241.03
SOL,2022-01-31 00:00:00+00,62176.43,5241.03
SOL,2022-02-01 00:00:00+00,62176.43,5241.03
SOL,2022-02-02 00:00:00+00,38619.66,16398.22
SOL,2022-02-03 00:00:00+00,44986.93,6330.95
SOL,2022-02-04 00:00:00+00,40714.45,6024.67
SOL,2022-02-05 00:00:00+00,40714.45,6024.67
SOL,2022-02-06 00:00:00+00,54878.5,4674.0
SOL,2022-02-07 00:00:00+00,45529.3,4278.55
SOL,2022-02-08 00:00:00+00,50630.14,4082.68
SOL,2022-02-09 00:00:00+00,50630.14,4082.68
SOL,2022-02-10 00:00:00+00,50630.14,4082.68
SOL,2022-02-11 00:00:00+00,50630.14,4082.68
SOL,2022-02-12 00:00:00+00,50630.14,4082.68
SOL,2022-02-13 00:00:00+00,50630.14,4082.68
SOL,2022-02-14 00:00:00+00,50630.14,4082.68
SOL,2022-02-15 00:00:00+00,48132.25,8019.6
SOL,2022-02-16 00:00:00+00,48132.25,8019.6
SOL,2022-02-17 00:00:00+00,48132.25,8019.6
SOL,2022-02-18 00:00:00+00,48132.25,8019.6
SOL,2022-02-19 00:00:00+00,48132.25,8019.6
SOL,2022-02-20 00:00:00+00,48132.25,8019.6
SOL,2022-02-21 00:00:00+00,48132.25,8019.6
SOL,2022-02-22 00:00:00+00,56425.61,6492.13
SOL,2022-02-23 00:00:00+00,56425.61,6492.13
SOL,2022-02-24 00:00:00+00,56425.61,6492.13
SOL,2022-02-25 00:00:00+00,47930.85,8262.98
SOL,2022-02-26 00:00:00+00,47930.85,8262.98
SOL,2022-02-27 00:00:00+00,47863.29,8881.86
SOL,2022-02-28 00:00:00+00,47871.15,9125.21
SOL,2022-03-01 00:00:00+00,45256.89,6519.28
SOL,2022-03-02 00:00:00+00,46834.65,5840.45
SOL,2022-03-03 00:00:00+00,49642.19,5068.87
SOL,2022-03-04 00:00:00+00,49221.34,5873.02
SOL,2022-03-05 00:00:00+00,47498.49,6304.96
SOL,2022-03-06 00:00:00+00,48687.32,5717.5
SOL,2022-03-07 00:00:00+00,48909.45,7040.71
SOL,2022-03-08 00:00:00+00,49348.03,7672.73
SOL,2022-03-09 00:00:00+00,49431.95,5967.59
SOL,2022-03-10 00:00:00+00,52906.78,5450.46
SOL,2022-03-11 00:00:00+00,57057.04,5646.06
SOL,2022-03-12 00:00:00+00,53200.07,7214.19
SOL,2022-03-13 00:00:00+00,52187.91,6775.97
SOL,2022-03-14 00:00:00+00,50930.39,7649.72
SOL,2022-03-15 00:00:00+00,50618.15,7542.09
SOL,2022-03-16 00:00:00+00,50921.74,4942.3
SOL,2022-03-17 00:00:00+00,50382.86,11305.83
SOL,2022-03-18 00:00:00+00,49767.62,14617.1
SOL,2022-03-19 00:00:00+00,50019.04,5048.88
SOL,2022-03-20 00:00:00+00,51249.17,5276.6
SOL,2022-03-21 00:00:00+00,50232.46,4830.33
SOL,2022-03-22 00:00:00+00,50897.58,4611.98
SOL,2022-03-23 00:00:00+00,52339.43,3819.7
SOL,2022-03-24 00:00:00+00,52532.23,5203.33
SOL,2022-03-25 00:00:00+00,53049.8,1625.48
SOL,2022-03-26 00:00:00+00,53852.4,1744.41
SOL,2022-03-27 00:00:00+00,53378.56,2704.81
SOL,2022-03-28 00:00:00+00,58990.87,2759.91
SOL,2022-03-29 00:00:00+00,57015.67,1231.76
SOL,2022-03-30 00:00:00+00,55932.73,1266.71
SOL,2022-03-31 00:00:00+00,76327.3,3983.12
SOL,2022-04-01 00:00:00+00,56101.76,4381.36
SOL,2022-04-02 00:00:00+00,89280.1,13706.69
SOL,2022-04-03 00:00:00+00,92680.95,11244.24
SOL,2022-04-04 00:00:00+00,63017.36,6086.58
SOL,2022-04-05 00:00:00+00,65290.23,3599.01
SOL,2022-04-06 00:00:00+00,65753.0,2974.64
SOL,2022-04-07 00:00:00+00,64705.03,6224.05
SOL,2022-04-08 00:00:00+00,59435.18,3493.32
SOL,2022-04-09 00:00:00+00,60207.74,3177.11
SOL,2022-04-10 00:00:00+00,59905.8,2849.31
SOL,2022-04-11 00:00:00+00,60131.78,3367.65
SOL,2022-04-12 00:00:00+00,58087.41,3012.45
SOL,2022-04-13 00:00:00+00,57400.56,3784.5
SOL,2022-04-14 00:00:00+00,58358.11,3434.6
SOL,2022-04-15 00:00:00+00,58669.44,2948.34
SOL,2022-04-16 00:00:00+00,58693.24,3116.07
SOL,2022-04-17 00:00:00+00,58588.39,2819.11
SOL,2022-04-18 00:00:00+00,58488.45,3353.42
SOL,2022-04-19 00:00:00+00,56305.36,3277.6
SOL,2022-04-20 00:00:00+00,56583.71,3481.57
SOL,2022-04-21 00:00:00+00,57374.63,3031.6
SOL,2022-04-22 00:00:00+00,57564.64,3371.69
SOL,2022-04-23 00:00:00+00,60056.54,3503.33
SOL,2022-04-24 00:00:00+00,57095.91,3469.39
SOL,2022-04-25 00:00:00+00,57217.53,3525.74
SOL,2022-04-26 00:00:00+00,57438.69,4780.3
SOL,2022-04-27 00:00:00+00,57412.83,5144.71
SOL,2022-04-28 00:00:00+00,57635.44,5013.61
SOL,2022-04-29 00:00:00+00,57972.96,5084.49
SOL,2022-04-30 00:00:00+00,55665.74,4980.2
SOL,2022-05-01 00:00:00+00,54396.11,7620.84
SOL,2022-05-02 00:00:00+00,54572.4,11025.39
SOL,2022-05-03 00:00:00+00,49846.13,15349.51
SOL,2022-05-04 00:00:00+00,49011.26,15183.77
SOL,2022-05-05 00:00:00+00,49285.46,12869.26
SOL,2022-05-06 00:00:00+00,50975.19,11458.55
SOL,2022-05-07 00:00:00+00,51451.0,11120.97
SOL,2022-05-08 00:00:00+00,51342.78,11086.96
SOL,2022-05-09 00:00:00+00,50774.88,10703.92
SOL,2022-05-10 00:00:00+00,40611.65,9069.65
SOL,2022-05-11 00:00:00+00,35204.48,11309.57
SOL,2022-05-12 00:00:00+00,30061.05,26931.94
SOL,2022-05-13 00:00:00+00,29773.14,71970.21
SOL,2022-05-14 00:00:00+00,30964.72,19435.04
SOL,2022-05-15 00:00:00+00,28266.41,18180.21
SOL,2022-05-16 00:00:00+00,29717.34,15036.46
SOL,2022-05-17 00:00:00+00,50065.52,27896.41
SOL,2022-05-18 00:00:00+00,50653.11,27410.37
SOL,2022-05-19 00:00:00+00,28330.15,19025.29
SOL,2022-05-20 00:00:00+00,28218.16,13156.7
SOL,2022-05-21 00:00:00+00,27791.46,11585.18
SOL,2022-05-22 00:00:00+00,29208.68,11005.57
SOL,2022-05-23 00:00:00+00,31429.91,12217.75
SOL,2022-05-24 00:00:00+00,31185.12,7909.27
SOL,2022-05-25 00:00:00+00,28968.24,7724.0
SOL,2022-05-26 00:00:00+00,29578.92,7780.67
SOL,2022-05-27 00:00:00+00,29128.12,10275.33
SOL,2022-05-28 00:00:00+00,29485.47,17157.98
SOL,2022-05-29 00:00:00+00,28003.69,18397.2
SOL,2022-05-30 00:00:00+00,27281.44,17651.76
SOL,2022-05-31 00:00:00+00,32981.65,4681.15
SOL,2022-06-01 00:00:00+00,33695.35,5884.72
SOL,2022-06-02 00:00:00+00,32613.84,6213.03
SOL,2022-06-03 00:00:00+00,32277.58,7059.34
SOL,2022-06-04 00:00:00+00,32646.29,9941.79
SOL,2022-06-05 00:00:00+00,32314.04,10601.17
SOL,2022-06-06 00:00:00+00,32004.91,11434.98
SOL,2022-06-07 00:00:00+00,32524.18,7602.37
SOL,2022-06-08 00:00:00+00,31980.75,10183.72
SOL,2022-06-09 00:00:00+00,34425.27,11195.28
SOL,2022-06-10 00:00:00+00,34583.07,12014.7
SOL,2022-06-11 00:00:00+00,34115.58,11488.79
SOL,2022-06-12 00:00:00+00,31764.44,11182.8
SOL,2022-06-13 00:00:00+00,23234.88,11694.72
SOL,2022-06-14 00:00:00+00,22510.65,14831.33
SOL,2022-06-15 00:00:00+00,27666.08,12824.03
SOL,2022-06-16 00:00:00+00,46377.44,9209.64
SOL,2022-06-17 00:00:00+00,27633.79,13420.17
SOL,2022-06-18 00:00:00+00,60799.97,14207.82
SOL,2022-06-19 00:00:00+00,22917.78,12894.57
SOL,2022-06-20 00:00:00+00,27328.4,8164.36
SOL,2022-06-21 00:00:00+00,27557.73,8788.47
SOL,2022-06-22 00:00:00+00,25600.37,11548.07
SOL,2022-06-23 00:00:00+00,26905.02,40760.81
SOL,2022-06-24 00:00:00+00,26583.9,38250.25
SOL,2022-06-25 00:00:00+00,64705.16,23570.47
SOL,2022-06-26 00:00:00+00,64970.65,22020.12
SOL,2022-06-27 00:00:00+00,65735.28,23654.45
SOL,2022-06-28 00:00:00+00,24839.66,9698.39
SOL,2022-06-29 00:00:00+00,27832.65,10853.61
SOL,2022-06-30 00:00:00+00,24798.81,4952.22
SOL,2022-07-01 00:00:00+00,25161.27,13199.2
SOL,2022-07-02 00:00:00+00,23134.77,7324.05
SOL,2022-07-03 00:00:00+00,23265.43,7405.9
SOL,2022-07-04 00:00:00+00,23019.96,7366.48
SOL,2022-07-05 00:00:00+00,33478.32,11267.09
SOL,2022-07-06 00:00:00+00,35660.64,11444.42
SOL,2022-07-07 00:00:00+00,34415.31,11632.66
SOL,2022-07-08 00:00:00+00,36204.33,10063.77
SOL,2022-07-09 00:00:00+00,27751.38,1385.93
SOL,2022-07-10 00:00:00+00,28570.0,7870.06
SOL,2022-07-11 00:00:00+00,27866.54,1692.86
SOL,2022-07-12 00:00:00+00,29670.3,14326.69
SOL,2022-07-13 00:00:00+00,26398.45,15525.52
SOL,2022-07-14 00:00:00+00,25803.55,10626.88
SOL,2022-07-15 00:00:00+00,26282.98,17497.99
SOL,2022-07-16 00:00:00+00,25446.86,17043.9
SOL,2022-07-17 00:00:00+00,32947.71,15940.49
SOL,2022-07-18 00:00:00+00,34851.8,14183.16
SOL,2022-07-19 00:00:00+00,38282.91,15073.1
SOL,2022-07-20 00:00:00+00,43395.73,23738.74
SOL,2022-07-21 00:00:00+00,44079.54,19109.62
SOL,2022-07-22 00:00:00+00,45074.52,21241.99
SOL,2022-07-23 00:00:00+00,40014.28,21303.95
SOL,2022-07-24 00:00:00+00,35615.42,17482.95
SOL,2022-07-25 00:00:00+00,32784.37,20125.26
SOL,2022-07-26 00:00:00+00,28888.86,22433.52
SOL,2022-07-27 00:00:00+00,28462.16,15435.21
SOL,2022-07-28 00:00:00+00,29627.71,20307.48
SOL,2022-07-29 00:00:00+00,26924.23,21208.51
SOL,2022-07-30 00:00:00+00,27717.51,16908.84
SOL,2022-07-31 00:00:00+00,28458.54,18286.56
SOL,2022-08-01 00:00:00+00,27835.68,17852.66
SOL,2022-08-02 00:00:00+00,26885.85,17936.01
SOL,2022-08-03 00:00:00+00,28208.09,16478.72
SOL,2022-08-04 00:00:00+00,25387.77,20515.06
SOL,2022-08-05 00:00:00+00,25799.28,17518.71
SOL,2022-08-06 00:00:00+00,26066.06,16422.36
SOL,2022-08-07 00:00:00+00,26182.22,15430.58
SOL,2022-08-08 00:00:00+00,25489.84,16566.81
SOL,2022-08-09 00:00:00+00,26173.51,16544.75
SOL,2022-08-10 00:00:00+00,31980.99,16717.91
SOL,2022-08-11 00:00:00+00,27341.47,14886.08
SOL,2022-08-12 00:00:00+00,27803.48,14866.45
SOL,2022-08-13 00:00:00+00,27477.26,14021.31
SOL,2022-08-14 00:00:00+00,31366.49,13913.15
SOL,2022-08-15 00:00:00+00,31465.32,17049.02
SOL,2022-08-16 00:00:00+00,29723.8,18400.61
SOL,2022-08-17 00:00:00+00,29836.1,17297.01
SOL,2022-08-18 00:00:00+00,29612.7,17771.56
SOL,2022-08-19 00:00:00+00,29394.61,17481.71
SOL,2022-08-20 00:00:00+00,34554.59,19749.3
SOL,2022-08-21 00:00:00+00,35295.49,18988.84
SOL,2022-08-22 00:00:00+00,27672.48,16782.8
SOL,2022-08-23 00:00:00+00,26840.67,16735.48
SOL,2022-08-24 00:00:00+00,26213.59,17063.77
SOL,2022-08-25 00:00:00+00,25488.75,16952.1
SOL,2022-08-26 00:00:00+00,25446.97,17335.98
SOL,2022-08-27 00:00:00+00,25682.19,19214.6
SOL,2022-08-28 00:00:00+00,26017.05,20291.44
SOL,2022-08-29 00:00:00+00,25561.92,22195.51
SOL,2022-08-30 00:00:00+00,25665.44,21670.77
SOL,2022-08-31 00:00:00+00,25963.8,22041.74
SOL,2022-09-01 00:00:00+00,26245.16,10924.47
SOL,2022-09-02 00:00:00+00,26536.82,10392.81
SOL,2022-09-03 00:00:00+00,26811.68,18045.54
SOL,2022-09-04 00:00:00+00,26243.52,10630.65
SOL,2022-09-05 00:00:00+00,25716.29,20445.15
SOL,2022-09-06 00:00:00+00,26008.6,20753.67
SOL,2022-09-07 00:00:00+00,26230.29,16659.05
SOL,2022-09-08 00:00:00+00,27155.44,15400.75
SOL,2022-09-09 00:00:00+00,26534.45,18071.79
SOL,2022-09-10 00:00:00+00,30805.7,18548.03
SOL,2022-09-11 00:00:00+00,27297.05,17681.95
SOL,2022-09-12 00:00:00+00,26602.3,17709.51
SOL,2022-09-13 00:00:00+00,30291.07,19421.25
SOL,2022-09-14 00:00:00+00,29114.46,19395.33
SOL,2022-09-15 00:00:00+00,28856.42,19095.33
SOL,2022-09-16 00:00:00+00,28339.03,20653.38
SOL,2022-09-17 00:00:00+00,29093.85,19589.35
SOL,2022-09-18 00:00:00+00,31003.07,19238.64
SOL,2022-09-19 00:00:00+00,27372.54,25741.11
SOL,2022-09-20 00:00:00+00,25129.94,8856.97
SOL,2022-09-21 00:00:00+00,25453.41,7792.59
SOL,2022-09-22 00:00:00+00,25514.31,6111.31
SOL,2022-09-23 00:00:00+00,25346.36,6091.18
SOL,2022-09-24 00:00:00+00,25422.15,9527.94
SOL,2022-09-25 00:00:00+00,25074.06,8570.93
SOL,2022-09-26 00:00:00+00,24721.99,8886.41
SOL,2022-09-27 00:00:00+00,25179.45,8876.5
SOL,2022-09-28 00:00:00+00,25972.12,3417.71
SOL,2022-09-29 00:00:00+00,25839.83,3205.43
SOL,2022-09-30 00:00:00+00,26808.01,5706.34
SOL,2022-10-01 00:00:00+00,25246.11,13923.99
SOL,2022-10-02 00:00:00+00,25173.3,14280.5
SOL,2022-10-03 00:00:00+00,25367.95,13549.15
SOL,2022-10-04 00:00:00+00,27094.94,12833.35
SOL,2022-10-05 00:00:00+00,33594.15,14028.71
SOL,2022-10-06 00:00:00+00,25707.93,10077.91
SOL,2022-10-07 00:00:00+00,30534.43,12066.0
SOL,2022-10-08 00:00:00+00,26846.43,11861.11
SOL,2022-10-09 00:00:00+00,26668.96,11297.36
SOL,2022-10-10 00:00:00+00,26399.52,11367.51
SOL,2022-10-11 00:00:00+00,26211.52,11711.69
SOL,2022-10-12 00:00:00+00,26428.82,18374.45
SOL,2022-10-13 00:00:00+00,26136.23,22866.07
